distance,hour,day,base_price,is_peak_hour,is_weekend,surge_level,cab_type,provider,trip_type,final_price
15.41,20,6,5.0,1,1,2,Economy,cab1,long,30.1
9.1,10,6,5.0,1,1,2,Quickest,cab1,medium,29.39
28.33,4,6,5.0,0,1,1,Quickest,cab1,long,39.86
13.76,10,3,5.0,1,0,2,Economy,cab1,long,23.96
25.65,2,1,5.0,0,0,1,Minivan,cab2,long,47.46
6.84,10,1,5.0,1,0,2,BlackSUV,cab1,medium,30.34
24.69,5,0,5.0,0,0,1,WaitAndSave,cab2,long,23.63
3.29,3,6,5.0,0,1,1,BlackSUV,cab1,medium,15.62
4.36,12,2,5.0,0,0,1,Economy,cab1,medium,9.16
27.56,2,0,5.0,0,0,1,Economy,cab2,long,31.32
3.21,10,0,5.0,1,0,2,Minivan,cab1,medium,18.66
1.37,21,3,5.0,0,0,1,Minivan,cab2,short,9.74
8.76,4,0,5.0,0,0,1,Quickest,cab2,medium,17.77
12.65,17,3,5.0,1,0,2,WaitAndSave,cab2,long,17.23
19.11,17,6,5.0,1,1,2,BlackSUV,cab1,long,62.11
27.42,16,2,5.0,0,0,1,Minivan,cab2,long,47.91
1.36,8,0,5.0,1,0,3,WaitAndSave,cab1,short,7.33
3.45,21,1,5.0,0,0,1,Quickest,cab1,medium,11.15
17.48,12,2,5.0,0,0,1,Economy,cab1,long,21.69
7.48,10,6,5.0,1,1,3,Quickest,cab1,medium,21.13
17.11,6,6,5.0,0,1,1,WaitAndSave,cab1,long,16.98
5.68,1,0,5.0,0,0,1,Minivan,cab2,medium,16.38
0.52,19,1,5.0,1,0,3,Economy,cab2,short,7.36
1.15,18,5,5.0,1,1,3,WaitAndSave,cab1,short,7.76
21.28,21,3,5.0,0,0,1,Economy,cab2,long,25.51
29.29,23,3,5.0,0,0,1,WaitAndSave,cab1,long,26.33
21.36,17,5,5.0,1,1,3,WaitAndSave,cab1,long,31.27
9.55,22,2,5.0,0,0,1,Quickest,cab2,medium,18.13
25.6,18,0,5.0,1,0,2,BlackSUV,cab2,long,80.17
28.13,4,2,5.0,0,0,1,BlackSUV,cab1,long,61.36
19.27,2,6,5.0,0,1,1,WaitAndSave,cab1,long,18.4
0.84,6,1,5.0,0,0,1,WaitAndSave,cab2,short,4.7
1.92,14,5,5.0,0,1,1,Economy,cab1,short,6.84
26.51,11,4,5.0,0,0,1,Minivan,cab2,long,48.11
5.3,2,6,5.0,0,1,1,BlackSUV,cab1,medium,19.47
28.57,2,2,5.0,0,0,1,WaitAndSave,cab2,long,25.04
10.47,19,3,5.0,1,0,3,Economy,cab1,long,20.59
2.08,10,1,5.0,1,0,3,Minivan,cab1,short,15.48
19.99,9,1,5.0,1,0,2,BlackSUV,cab2,long,67.31
0.61,2,2,5.0,0,0,1,Economy,cab2,short,5.73
3.36,6,1,5.0,0,0,1,Minivan,cab1,medium,13.15
9.6,12,3,5.0,0,0,1,Minivan,cab1,medium,23.23
5.95,12,2,5.0,0,0,1,Economy,cab2,medium,10.2
8.27,8,4,5.0,1,0,2,Minivan,cab2,medium,32.52
29.14,18,1,5.0,1,0,3,WaitAndSave,cab2,long,43.39
17.4,7,3,5.0,1,0,2,BlackSUV,cab2,long,59.07
4.05,14,1,5.0,0,0,1,BlackSUV,cab1,medium,17.05
4.22,13,0,5.0,0,0,1,Quickest,cab1,medium,11.44
9.93,23,6,5.0,0,1,1,Quickest,cab2,medium,18.29
25.77,16,3,5.0,0,0,1,Minivan,cab2,long,46.94
3.82,4,1,5.0,0,0,1,BlackSUV,cab2,medium,17.68
17.1,3,6,5.0,0,1,1,Economy,cab1,long,21.71
8.29,20,3,5.0,1,0,3,WaitAndSave,cab2,medium,14.28
1.64,10,5,5.0,1,1,2,BlackSUV,cab2,short,21.54
24.61,9,2,5.0,1,0,2,Economy,cab2,long,40.64
9.36,23,3,5.0,0,0,1,Quickest,cab1,medium,17.54
6.04,6,6,5.0,0,1,1,Minivan,cab1,medium,17.51
24.72,16,6,5.0,0,1,1,BlackSUV,cab2,long,55.3
4.5,16,4,5.0,0,0,1,BlackSUV,cab2,medium,17.9
7.86,14,0,5.0,0,0,1,Quickest,cab1,medium,16.05
24.79,16,3,5.0,0,0,1,WaitAndSave,cab2,long,22.86
11.49,19,3,5.0,1,0,2,Economy,cab1,long,25.55
22.59,22,0,5.0,0,0,1,Quickest,cab2,long,33.52
25.78,20,1,5.0,1,0,3,Quickest,cab1,long,49.8
27.39,20,1,5.0,1,0,3,Economy,cab2,long,35.64
13.0,12,6,5.0,0,1,1,WaitAndSave,cab2,long,13.43
20.48,19,3,5.0,1,0,3,Minivan,cab2,long,47.14
9.31,3,3,5.0,0,0,1,WaitAndSave,cab2,medium,11.12
8.2,22,5,5.0,0,1,1,WaitAndSave,cab2,medium,9.85
24.26,19,3,5.0,1,0,3,Quickest,cab1,long,55.51
27.25,12,3,5.0,0,0,1,WaitAndSave,cab2,long,25.31
10.62,22,1,5.0,0,0,1,BlackSUV,cab1,long,29.78
15.47,5,6,5.0,0,1,1,Minivan,cab2,long,32.24
14.39,23,2,5.0,0,0,1,WaitAndSave,cab1,long,14.68
19.81,7,2,5.0,1,0,2,Quickest,cab2,long,51.07
17.77,14,6,5.0,0,1,1,WaitAndSave,cab2,long,16.77
14.43,6,4,5.0,0,0,1,BlackSUV,cab1,long,38.51
12.69,4,1,5.0,0,0,1,BlackSUV,cab2,long,34.52
4.73,22,1,5.0,0,0,1,BlackSUV,cab2,medium,19.35
19.22,0,3,5.0,0,0,1,Quickest,cab2,long,30.02
14.94,2,1,5.0,0,0,1,Quickest,cab1,long,24.62
28.98,12,0,5.0,0,0,1,Minivan,cab2,long,50.24
26.81,16,1,5.0,0,0,1,WaitAndSave,cab1,long,24.25
20.96,11,2,5.0,0,0,1,Quickest,cab1,long,32.84
5.43,1,2,5.0,0,0,1,BlackSUV,cab2,medium,20.68
13.29,21,1,5.0,0,0,1,BlackSUV,cab2,long,35.24
5.36,12,0,5.0,0,0,1,WaitAndSave,cab1,medium,8.33
22.16,18,4,5.0,1,0,2,Quickest,cab1,long,44.12
18.02,1,5,5.0,0,1,1,WaitAndSave,cab1,long,18.35
12.79,12,0,5.0,0,0,1,Economy,cab1,long,16.79
21.01,20,0,5.0,1,0,2,Quickest,cab1,long,48.11
12.86,3,4,5.0,0,0,1,BlackSUV,cab1,long,33.1
15.18,19,1,5.0,1,0,3,Economy,cab1,long,30.77
5.23,17,3,5.0,1,0,3,Minivan,cab2,medium,23.84
27.25,18,5,5.0,1,1,2,Economy,cab1,long,50.24
19.51,14,2,5.0,0,0,1,Economy,cab2,long,22.54
25.64,11,6,5.0,0,1,1,Quickest,cab1,long,37.26
25.61,1,0,5.0,0,0,1,Economy,cab1,long,28.98
11.05,14,4,5.0,0,0,1,Quickest,cab2,long,19.97
5.89,12,3,5.0,0,0,1,WaitAndSave,cab2,medium,8.55
24.1,20,6,5.0,1,1,2,Minivan,cab2,long,57.17
12.77,18,3,5.0,1,0,3,Quickest,cab1,long,34.77
25.95,23,1,5.0,0,0,1,WaitAndSave,cab1,long,24.18
1.86,8,5,5.0,1,1,2,Minivan,cab2,short,17.4
29.35,21,6,5.0,0,1,1,BlackSUV,cab1,long,67.16
13.27,23,1,5.0,0,0,1,BlackSUV,cab1,long,36.21
25.25,17,4,5.0,1,0,2,Minivan,cab1,long,73.16
2.71,15,2,5.0,0,0,1,Minivan,cab1,short,12.65
16.74,12,3,5.0,0,0,1,Economy,cab1,long,20.05
3.1,15,3,5.0,0,0,1,Minivan,cab2,medium,12.76
12.4,1,4,5.0,0,0,1,Economy,cab1,long,16.71
26.76,17,1,5.0,1,0,3,BlackSUV,cab2,long,85.58
10.29,19,4,5.0,1,0,2,Quickest,cab2,long,29.36
10.57,20,6,5.0,1,1,2,Quickest,cab1,long,27.16
4.64,22,5,5.0,0,1,1,Quickest,cab2,medium,12.23
6.03,12,1,5.0,0,0,1,BlackSUV,cab1,medium,22.19
22.84,1,5,5.0,0,1,1,WaitAndSave,cab1,long,21.02
19.92,16,1,5.0,0,0,1,Minivan,cab2,long,38.08
25.25,15,4,5.0,0,0,1,Economy,cab2,long,30.17
22.05,4,0,5.0,0,0,1,BlackSUV,cab1,long,53.2
12.85,19,5,5.0,1,1,3,WaitAndSave,cab2,long,18.79
4.58,19,5,5.0,1,1,3,Minivan,cab1,medium,21.23
6.43,19,5,5.0,1,1,2,WaitAndSave,cab1,medium,12.03
21.46,11,4,5.0,0,0,1,Quickest,cab2,long,32.46
26.39,13,6,5.0,0,1,1,Minivan,cab2,long,46.22
2.07,1,1,5.0,0,0,1,Minivan,cab1,short,11.53
4.82,1,5,5.0,0,1,1,WaitAndSave,cab2,medium,7.7
11.08,14,0,5.0,0,0,1,BlackSUV,cab1,long,30.7
22.4,17,3,5.0,1,0,2,BlackSUV,cab1,long,81.59
11.93,21,2,5.0,0,0,1,Economy,cab2,long,16.29
18.81,14,6,5.0,0,1,1,WaitAndSave,cab1,long,18.79
23.4,6,2,5.0,0,0,1,WaitAndSave,cab1,long,22.76
28.89,23,4,5.0,0,0,1,Economy,cab1,long,32.33
4.34,18,6,5.0,1,1,2,WaitAndSave,cab2,medium,9.8
18.11,20,4,5.0,1,0,3,Quickest,cab2,long,39.06
16.0,5,4,5.0,0,0,1,Economy,cab2,long,19.8
3.21,7,1,5.0,1,0,3,Minivan,cab2,medium,17.3
29.9,20,0,5.0,1,0,2,BlackSUV,cab2,long,88.95
28.79,21,2,5.0,0,0,1,BlackSUV,cab1,long,66.97
8.07,23,2,5.0,0,0,1,Economy,cab2,medium,12.42
14.86,9,5,5.0,1,1,2,WaitAndSave,cab2,long,22.17
18.99,6,5,5.0,0,1,1,BlackSUV,cab1,long,44.51
6.56,22,5,5.0,0,1,1,Minivan,cab1,medium,17.74
1.2,22,2,5.0,0,0,1,Economy,cab1,short,6.13
16.96,18,6,5.0,1,1,2,Quickest,cab2,long,35.16
1.0,21,0,5.0,0,0,1,Minivan,cab2,short,9.78
22.8,18,0,5.0,1,0,3,BlackSUV,cab1,long,61.05
8.8,14,3,5.0,0,0,1,WaitAndSave,cab1,medium,10.99
16.24,4,5,5.0,0,1,1,Minivan,cab1,long,33.83
28.82,4,2,5.0,0,0,1,BlackSUV,cab2,long,67.42
16.83,17,1,5.0,1,0,2,WaitAndSave,cab1,long,19.01
6.7,23,5,5.0,0,1,1,Economy,cab2,medium,11.09
5.25,7,4,5.0,1,0,3,BlackSUV,cab1,medium,26.09
19.52,2,2,5.0,0,0,1,Economy,cab2,long,23.72
28.57,11,1,5.0,0,0,1,Quickest,cab2,long,42.05
27.05,10,3,5.0,1,0,2,WaitAndSave,cab1,long,37.84
24.33,13,1,5.0,0,0,1,BlackSUV,cab2,long,54.4
8.66,11,1,5.0,0,0,1,Quickest,cab2,medium,17.39
13.64,9,3,5.0,1,0,3,Minivan,cab2,long,37.29
8.27,20,0,5.0,1,0,3,Quickest,cab1,medium,27.42
23.19,6,0,5.0,0,0,1,BlackSUV,cab2,long,55.26
19.79,4,2,5.0,0,0,1,BlackSUV,cab2,long,47.56
4.45,16,4,5.0,0,0,1,BlackSUV,cab2,medium,17.96
25.52,19,5,5.0,1,1,2,Economy,cab1,long,42.43
22.21,15,2,5.0,0,0,1,BlackSUV,cab1,long,53.94
8.3,7,0,5.0,1,0,3,Quickest,cab1,medium,23.63
1.68,20,2,5.0,1,0,2,Minivan,cab1,short,17.45
11.61,12,2,5.0,0,0,1,WaitAndSave,cab1,long,12.82
11.6,7,4,5.0,1,0,2,Economy,cab2,long,25.8
15.3,4,3,5.0,0,0,1,BlackSUV,cab1,long,39.01
4.93,5,2,5.0,0,0,1,WaitAndSave,cab1,medium,7.71
24.43,23,0,5.0,0,0,1,Quickest,cab2,long,35.9
19.59,13,0,5.0,0,0,1,Quickest,cab1,long,30.73
4.47,16,0,5.0,0,0,1,BlackSUV,cab1,medium,17.8
27.71,16,3,5.0,0,0,1,Quickest,cab2,long,41.67
28.44,6,3,5.0,0,0,1,Economy,cab2,long,32.61
6.97,13,4,5.0,0,0,1,Minivan,cab1,medium,19.04
5.45,21,2,5.0,0,0,1,Quickest,cab2,medium,13.56
11.66,4,0,5.0,0,0,1,Economy,cab1,long,16.42
24.88,19,0,5.0,1,0,2,BlackSUV,cab2,long,99.31
3.25,21,1,5.0,0,0,1,BlackSUV,cab1,medium,15.88
15.9,11,6,5.0,0,1,1,Economy,cab2,long,19.73
23.79,12,2,5.0,0,0,1,Quickest,cab2,long,37.04
13.05,8,3,5.0,1,0,3,BlackSUV,cab1,long,59.68
8.11,0,5,5.0,0,1,1,BlackSUV,cab2,medium,25.28
15.83,12,5,5.0,0,1,1,BlackSUV,cab1,long,41.5
3.64,13,5,5.0,0,1,1,Minivan,cab2,medium,13.64
17.16,19,2,5.0,1,0,3,BlackSUV,cab2,long,57.71
5.77,17,4,5.0,1,0,2,BlackSUV,cab2,medium,37.25
25.72,21,0,5.0,0,0,1,Minivan,cab1,long,46.03
6.83,12,6,5.0,0,1,1,Quickest,cab1,medium,15.27
11.98,20,0,5.0,1,0,3,Economy,cab1,long,27.26
8.26,11,0,5.0,0,0,1,Economy,cab1,medium,12.73
21.49,19,0,5.0,1,0,3,Minivan,cab2,long,67.06
6.25,19,4,5.0,1,0,3,Quickest,cab2,medium,17.47
29.28,2,2,5.0,0,0,1,Quickest,cab1,long,41.5
17.79,16,0,5.0,0,0,1,Minivan,cab2,long,34.97
21.92,17,4,5.0,1,0,2,Economy,cab2,long,43.35
27.93,18,0,5.0,1,0,2,Quickest,cab2,long,54.42
28.44,16,2,5.0,0,0,1,WaitAndSave,cab2,long,26.54
20.98,12,4,5.0,0,0,1,BlackSUV,cab2,long,48.24
20.61,18,6,5.0,1,1,2,WaitAndSave,cab2,long,23.61
24.1,13,2,5.0,0,0,1,Quickest,cab1,long,34.67
8.98,12,5,5.0,0,1,1,WaitAndSave,cab1,medium,10.52
14.56,11,1,5.0,0,0,1,BlackSUV,cab1,long,36.48
22.24,7,5,5.0,1,1,2,Quickest,cab2,long,44.09
5.1,3,0,5.0,0,0,1,BlackSUV,cab2,medium,20.26
23.05,17,0,5.0,1,0,3,Minivan,cab1,long,61.04
14.98,16,2,5.0,0,0,1,BlackSUV,cab2,long,38.16
16.01,13,3,5.0,0,0,1,Quickest,cab1,long,25.15
25.88,5,3,5.0,0,0,1,WaitAndSave,cab2,long,24.38
20.83,0,5,5.0,0,1,1,Minivan,cab2,long,39.03
18.58,8,1,5.0,1,0,3,WaitAndSave,cab2,long,22.97
15.21,6,3,5.0,0,0,1,WaitAndSave,cab1,long,15.15
13.8,18,1,5.0,1,0,3,Minivan,cab2,long,46.15
25.76,6,1,5.0,0,0,1,Quickest,cab2,long,39.55
5.71,15,1,5.0,0,0,1,Minivan,cab1,medium,16.63
23.67,9,2,5.0,1,0,3,BlackSUV,cab2,long,80.3
24.51,15,6,5.0,0,1,1,Economy,cab1,long,27.65
11.15,17,4,5.0,1,0,3,WaitAndSave,cab2,long,15.57
17.52,20,5,5.0,1,1,3,BlackSUV,cab1,long,74.98
23.35,14,0,5.0,0,0,1,BlackSUV,cab2,long,52.71
19.4,10,3,5.0,1,0,3,Quickest,cab1,long,43.19
7.23,10,5,5.0,1,1,2,Quickest,cab2,medium,20.28
22.56,16,3,5.0,0,0,1,Minivan,cab2,long,40.79
21.97,21,2,5.0,0,0,1,Economy,cab1,long,25.61
5.42,3,0,5.0,0,0,1,Economy,cab1,medium,10.55
1.28,12,4,5.0,0,0,1,BlackSUV,cab1,short,11.93
2.99,12,2,5.0,0,0,1,WaitAndSave,cab1,short,6.47
4.37,5,0,5.0,0,0,1,Minivan,cab1,medium,14.83
14.28,17,2,5.0,1,0,3,WaitAndSave,cab2,long,18.64
19.12,20,4,5.0,1,0,2,BlackSUV,cab2,long,73.19
24.24,14,2,5.0,0,0,1,Minivan,cab1,long,45.19
0.5,4,2,5.0,0,0,1,WaitAndSave,cab1,short,4.48
9.34,13,6,5.0,0,1,1,Minivan,cab2,medium,21.46
6.06,17,3,5.0,1,0,2,Economy,cab2,medium,13.57
8.26,13,5,5.0,0,1,1,Minivan,cab1,medium,21.24
8.9,23,4,5.0,0,0,1,BlackSUV,cab2,medium,27.33
4.53,3,5,5.0,0,1,1,Economy,cab1,medium,9.47
6.04,0,1,5.0,0,0,1,BlackSUV,cab2,medium,21.08
8.82,4,5,5.0,0,1,1,Quickest,cab1,medium,17.3
0.93,6,2,5.0,0,0,1,Economy,cab1,short,6.09
14.18,1,2,5.0,0,0,1,Minivan,cab2,long,29.33
8.36,12,0,5.0,0,0,1,Quickest,cab1,medium,16.23
24.93,3,6,5.0,0,1,1,WaitAndSave,cab2,long,23.27
22.26,1,1,5.0,0,0,1,Minivan,cab1,long,43.25
14.45,21,2,5.0,0,0,1,BlackSUV,cab1,long,36.08
7.97,20,2,5.0,1,0,2,Economy,cab1,medium,20.17
19.17,10,0,5.0,1,0,2,Economy,cab1,long,31.43
17.64,22,3,5.0,0,0,1,Economy,cab1,long,20.96
5.15,2,5,5.0,0,1,1,Economy,cab1,medium,9.9
10.99,4,5,5.0,0,1,1,Economy,cab1,long,14.83
9.84,17,6,5.0,1,1,3,Minivan,cab1,medium,30.72
11.07,4,2,5.0,0,0,1,Economy,cab2,long,15.82
16.51,15,1,5.0,0,0,1,Minivan,cab2,long,33.83
8.62,19,6,5.0,1,1,3,WaitAndSave,cab2,medium,12.18
13.9,20,4,5.0,1,0,2,WaitAndSave,cab2,long,18.26
9.96,2,5,5.0,0,1,1,BlackSUV,cab1,medium,28.8
23.09,4,4,5.0,0,0,1,Quickest,cab2,long,34.16
3.34,21,0,5.0,0,0,1,WaitAndSave,cab1,medium,6.82
6.46,15,1,5.0,0,0,1,Quickest,cab1,medium,14.82
16.01,22,4,5.0,0,0,1,Minivan,cab2,long,31.48
0.89,6,5,5.0,0,1,1,BlackSUV,cab1,short,12.16
24.13,1,2,5.0,0,0,1,Economy,cab2,long,29.11
23.93,1,6,5.0,0,1,1,Minivan,cab2,long,45.33
2.8,6,4,5.0,0,0,1,Economy,cab2,short,7.59
6.09,16,5,5.0,0,1,1,BlackSUV,cab2,medium,21.27
22.51,20,4,5.0,1,0,2,Quickest,cab2,long,50.41
16.72,16,2,5.0,0,0,1,Quickest,cab1,long,26.65
28.04,10,4,5.0,1,0,3,BlackSUV,cab2,long,83.98
18.45,18,4,5.0,1,0,2,Minivan,cab2,long,57.75
28.81,0,5,5.0,0,1,1,Minivan,cab2,long,50.21
29.81,9,0,5.0,1,0,2,Economy,cab1,long,40.72
3.28,14,2,5.0,0,0,1,WaitAndSave,cab1,medium,6.54
7.37,9,0,5.0,1,0,3,BlackSUV,cab1,medium,35.4
5.6,22,5,5.0,0,1,1,WaitAndSave,cab2,medium,8.59
1.6,18,3,5.0,1,0,2,BlackSUV,cab2,short,15.6
27.94,3,6,5.0,0,1,1,Minivan,cab2,long,52.12
19.2,20,3,5.0,1,0,2,BlackSUV,cab1,long,69.04
5.02,21,5,5.0,0,1,1,WaitAndSave,cab1,medium,7.84
7.05,9,6,5.0,1,1,2,BlackSUV,cab1,medium,29.36
8.25,12,4,5.0,0,0,1,Economy,cab2,medium,12.71
17.0,15,3,5.0,0,0,1,Quickest,cab2,long,27.62
7.65,8,6,5.0,1,1,2,BlackSUV,cab1,medium,36.4
11.28,6,2,5.0,0,0,1,Minivan,cab2,long,24.83
29.64,19,6,5.0,1,1,3,WaitAndSave,cab1,long,37.13
20.72,4,6,5.0,0,1,1,Quickest,cab1,long,30.8
28.49,4,6,5.0,0,1,1,Economy,cab1,long,31.09
9.5,15,0,5.0,0,0,1,WaitAndSave,cab1,medium,11.58
16.62,8,4,5.0,1,0,2,Quickest,cab1,long,43.7
17.7,21,4,5.0,0,0,1,Economy,cab2,long,21.03
23.78,19,2,5.0,1,0,2,WaitAndSave,cab1,long,34.18
26.0,0,2,5.0,0,0,1,WaitAndSave,cab2,long,24.42
15.5,22,0,5.0,0,0,1,Quickest,cab2,long,26.14
6.0,16,3,5.0,0,0,1,BlackSUV,cab1,medium,21.19
27.71,9,2,5.0,1,0,2,Economy,cab1,long,50.88
7.47,16,2,5.0,0,0,1,WaitAndSave,cab2,medium,9.93
28.35,8,1,5.0,1,0,2,Minivan,cab1,long,81.69
12.81,18,1,5.0,1,0,2,Minivan,cab1,long,35.7
19.75,18,4,5.0,1,0,3,Quickest,cab1,long,40.28
13.19,4,5,5.0,0,1,1,BlackSUV,cab1,long,35.08
16.94,23,0,5.0,0,0,1,WaitAndSave,cab1,long,17.5
23.08,13,3,5.0,0,0,1,Quickest,cab1,long,36.14
23.48,3,1,5.0,0,0,1,WaitAndSave,cab1,long,22.57
18.37,19,1,5.0,1,0,3,BlackSUV,cab2,long,55.26
15.32,19,3,5.0,1,0,3,Minivan,cab1,long,41.83
6.2,1,3,5.0,0,0,1,Quickest,cab1,medium,13.54
7.07,21,1,5.0,0,0,1,WaitAndSave,cab2,medium,9.35
20.79,14,1,5.0,0,0,1,Minivan,cab2,long,39.34
21.75,12,4,5.0,0,0,1,BlackSUV,cab2,long,52.54
15.86,14,3,5.0,0,0,1,BlackSUV,cab1,long,38.43
29.52,1,4,5.0,0,0,1,Quickest,cab2,long,42.66
9.09,12,2,5.0,0,0,1,Economy,cab1,medium,13.22
9.19,1,5,5.0,0,1,1,Quickest,cab2,medium,17.88
21.82,3,1,5.0,0,0,1,Minivan,cab1,long,41.23
12.1,10,3,5.0,1,0,2,BlackSUV,cab1,long,46.52
7.88,22,5,5.0,0,1,1,Minivan,cab1,medium,19.87
3.87,14,5,5.0,0,1,1,Economy,cab1,medium,8.86
11.67,12,0,5.0,0,0,1,Minivan,cab1,long,25.74
5.28,4,1,5.0,0,0,1,BlackSUV,cab1,medium,19.19
22.04,14,2,5.0,0,0,1,WaitAndSave,cab2,long,20.76
0.6,8,0,5.0,1,0,2,Quickest,cab1,short,11.36
6.9,21,3,5.0,0,0,1,Minivan,cab1,medium,18.8
7.72,17,2,5.0,1,0,3,BlackSUV,cab1,medium,34.75
19.77,1,1,5.0,0,0,1,Quickest,cab1,long,30.55
10.27,2,0,5.0,0,0,1,BlackSUV,cab2,long,29.64
18.53,22,5,5.0,0,1,1,Quickest,cab2,long,30.4
22.61,11,0,5.0,0,0,1,Quickest,cab2,long,33.4
24.7,13,6,5.0,0,1,1,WaitAndSave,cab2,long,22.99
20.99,8,2,5.0,1,0,3,Quickest,cab1,long,46.38
14.77,22,4,5.0,0,0,1,Economy,cab1,long,19.1
18.46,10,2,5.0,1,0,3,WaitAndSave,cab2,long,29.87
15.83,20,3,5.0,1,0,2,BlackSUV,cab2,long,51.77
3.99,14,5,5.0,0,1,1,Quickest,cab1,medium,11.33
12.71,10,2,5.0,1,0,3,Quickest,cab2,long,32.5
23.81,9,2,5.0,1,0,3,WaitAndSave,cab2,long,29.2
21.87,19,0,5.0,1,0,3,WaitAndSave,cab2,long,27.1
24.02,20,1,5.0,1,0,2,Minivan,cab2,long,68.71
23.63,13,5,5.0,0,1,1,WaitAndSave,cab2,long,21.54
16.88,0,1,5.0,0,0,1,BlackSUV,cab2,long,42.55
29.1,8,6,5.0,1,1,2,WaitAndSave,cab1,long,44.66
6.03,3,6,5.0,0,1,1,BlackSUV,cab2,medium,21.68
8.51,2,3,5.0,0,0,1,WaitAndSave,cab1,medium,10.19
15.99,5,0,5.0,0,0,1,WaitAndSave,cab1,long,16.09
13.59,0,6,5.0,0,1,1,Quickest,cab1,long,23.75
27.75,23,6,5.0,0,1,1,Quickest,cab2,long,42.16
24.75,16,5,5.0,0,1,1,Quickest,cab1,long,35.79
11.93,16,0,5.0,0,0,1,Economy,cab2,long,16.35
10.33,1,0,5.0,0,0,1,BlackSUV,cab1,long,29.27
17.54,9,5,5.0,1,1,3,WaitAndSave,cab1,long,23.33
20.3,8,1,5.0,1,0,2,WaitAndSave,cab2,long,24.17
16.5,17,2,5.0,1,0,2,Economy,cab1,long,34.42
9.69,10,4,5.0,1,0,2,Quickest,cab1,medium,23.27
2.09,13,3,5.0,0,0,1,Economy,cab2,short,6.88
18.68,9,2,5.0,1,0,3,BlackSUV,cab2,long,72.5
3.24,22,3,5.0,0,0,1,Minivan,cab1,medium,13.06
7.33,7,1,5.0,1,0,3,Minivan,cab2,medium,29.22
13.87,0,0,5.0,0,0,1,WaitAndSave,cab2,long,14.14
8.83,11,4,5.0,0,0,1,Minivan,cab1,medium,21.0
10.11,20,0,5.0,1,0,3,Minivan,cab1,long,34.56
16.66,15,3,5.0,0,0,1,BlackSUV,cab1,long,41.87
23.64,13,4,5.0,0,0,1,BlackSUV,cab2,long,56.14
20.05,2,5,5.0,0,1,1,Quickest,cab1,long,30.75
17.97,14,2,5.0,0,0,1,Minivan,cab1,long,35.17
28.7,2,4,5.0,0,0,1,Quickest,cab2,long,41.75
15.08,21,0,5.0,0,0,1,Minivan,cab2,long,30.78
22.83,21,1,5.0,0,0,1,BlackSUV,cab1,long,53.88
6.27,21,2,5.0,0,0,1,BlackSUV,cab2,medium,21.79
21.67,11,0,5.0,0,0,1,WaitAndSave,cab2,long,20.99
25.51,9,0,5.0,1,0,2,BlackSUV,cab2,long,84.83
25.91,0,1,5.0,0,0,1,WaitAndSave,cab1,long,24.27
12.48,13,4,5.0,0,0,1,WaitAndSave,cab2,long,13.0
16.88,11,6,5.0,0,1,1,Quickest,cab1,long,27.6
0.84,20,0,5.0,1,0,2,Quickest,cab1,short,12.54
4.55,13,6,5.0,0,1,1,Quickest,cab1,medium,12.54
18.89,14,4,5.0,0,0,1,BlackSUV,cab2,long,45.69
7.16,13,4,5.0,0,0,1,Minivan,cab2,medium,18.5
12.62,17,4,5.0,1,0,2,Quickest,cab2,long,38.97
28.87,2,1,5.0,0,0,1,Economy,cab2,long,33.12
15.75,16,4,5.0,0,0,1,WaitAndSave,cab2,long,15.63
18.58,10,4,5.0,1,0,3,Economy,cab2,long,32.75
10.91,9,2,5.0,1,0,2,WaitAndSave,cab2,long,19.24
2.31,15,4,5.0,0,0,1,BlackSUV,cab2,short,13.79
8.96,2,1,5.0,0,0,1,WaitAndSave,cab1,medium,10.78
4.41,8,2,5.0,1,0,3,WaitAndSave,cab2,medium,8.21
19.95,11,6,5.0,0,1,1,BlackSUV,cab1,long,49.55
5.83,16,6,5.0,0,1,1,Quickest,cab2,medium,13.75
25.21,13,6,5.0,0,1,1,Quickest,cab1,long,38.7
17.54,11,0,5.0,0,0,1,Quickest,cab1,long,27.95
5.44,12,3,5.0,0,0,1,Economy,cab1,medium,10.5
11.7,22,3,5.0,0,0,1,BlackSUV,cab1,long,32.29
9.02,14,3,5.0,0,0,1,Minivan,cab1,medium,21.77
27.57,20,2,5.0,1,0,3,Economy,cab1,long,43.51
8.38,3,2,5.0,0,0,1,WaitAndSave,cab2,medium,10.52
15.84,21,5,5.0,0,1,1,Quickest,cab1,long,25.3
25.03,0,3,5.0,0,0,1,Economy,cab1,long,28.77
6.97,9,2,5.0,1,0,2,Minivan,cab2,medium,21.67
21.39,3,0,5.0,0,0,1,Quickest,cab1,long,31.66
26.93,22,1,5.0,0,0,1,BlackSUV,cab1,long,62.29
27.72,8,6,5.0,1,1,2,Economy,cab2,long,52.89
8.68,1,3,5.0,0,0,1,Quickest,cab1,medium,18.0
5.75,2,3,5.0,0,0,1,WaitAndSave,cab2,medium,8.41
19.54,3,1,5.0,0,0,1,Minivan,cab1,long,36.82
27.42,22,2,5.0,0,0,1,BlackSUV,cab1,long,61.99
23.43,0,3,5.0,0,0,1,BlackSUV,cab2,long,53.8
8.36,22,2,5.0,0,0,1,Economy,cab2,medium,13.25
14.61,12,6,5.0,0,1,1,BlackSUV,cab2,long,39.12
0.6,22,6,5.0,0,1,1,Economy,cab1,short,5.36
